sample_id,run_id,group,severity,bad_name,ground_truth,current_token_prob,current_token_rank,gt_token_prob,gt_token_rank,entropy,argmax_confidence,argmax_decoded,top5
201,2,control,none,,onDisabledOs,1.1244517450122633e-06,25103.0,1.1244517450122633e-06,25103.0,0.08530660718679428,0.9863700866699219,DisabledOs,"[[""Disabled"", 0.998376727104187], [""Disable"", 0.00019083055667579174], [""Disabled"", 0.00010214424401056021], [""disabled"", 6.594927981495857e-05], [""Dis"", 6.594927981495857e-05]]"
201,2,mask,full,,onDisabledOs,2.358221578083186e-10,105720.33333333333,1.1352783707563319e-06,537.0,0.07124854624271393,0.9876707792282104,DisabledOs,"[[""Disabled"", 0.9996131062507629], [""Disable"", 6.603094516322017e-05], [""Disabled"", 3.119081156910397e-05], [""disabled"", 2.9301056201802567e-05], [""disabled"", 2.1437110262922943e-05]]"
206,2,smell,severe,xx,currentState,0.0005630106898024678,15.0,2.5024819478858262e-06,3689.0,1.4371191263198853,0.84390789270401,,"[["")"", 0.84390789270401], ["""", 0.04201569780707359], ["")"", 0.01864435337483883], ["")"", 0.005686206743121147], [""."", 0.003043607110157609]]"
206,2,smell,moderate,tmp,currentState,2.278571446368005e-05,48.0,1.7570457657711813e-06,426.0,0.4262028634548187,0.9524175524711609,,"[["")"", 0.9524175524711609], ["""", 0.01358550600707531], ["")"", 0.006831221282482147], ["")"", 0.004143345635384321], ["","", 0.0034349539782851934]]"
206,2,smell,mild,result1,currentState,0.0008521327121115974,9.5,6.84072742895836e-10,2704.0,0.8040065169334412,0.8427123427391052,1,"[[""1"", 0.9986066222190857], [""0"", 0.0011692480184137821], [""2"", 0.0001684461603872478], [""3"", 1.566793434903957e-05], [""State"", 4.631432148016756e-06]]"
206,2,control,none,,currentState,7.540269848504977e-07,277.0,7.540269848504977e-07,277.0,0.23711608350276947,0.9652794003486633,,"[["")"", 0.9652794003486633], ["")"", 0.02416529878973961], ["""", 0.002111540175974369], ["")"", 0.0015448357444256544], ["","", 0.0008268909878097475]]"
206,2,mask,full,,currentState,3.83494880296098e-09,99045.0,5.101888973513269e-07,219.0,0.1489780843257904,0.9804586172103882,,"[["")"", 0.9804586172103882], ["")"", 0.013985490426421165], ["")"", 0.0014740598853677511], [""})"", 0.0001459516934119165], ["")."", 0.00014146121975500137]]"
222,2,smell,severe,xx,cipher,0.00017183870659209788,31.0,7.163303234847263e-05,54.0,1.8019049167633057,0.6178841590881348,,"[["";"", 0.6178841590881348], ["";"", 0.22730690240859985], ["";"", 0.047646112740039825], ["""", 0.017528025433421135], [""."", 0.006652888376265764]]"
222,2,smell,moderate,val,cipher,0.00010029498662333935,28.0,4.098826593690319e-07,6615.0,1.4430525302886963,0.477760910987854,,"[["";"", 0.477760910987854], ["";"", 0.37208056449890137], ["";"", 0.09407669305801392], [""="", 0.010555112734436989], [""."", 0.004133441485464573]]"
222,2,smell,mild,myVar,cipher,7.999493427390814e-07,2791.5,1.5868643288285966e-07,20.0,0.37163394689559937,0.9168339371681213,Var,"[[""Var"", 0.999914288520813], [""var"", 4.5396038331091404e-05], [""Var"", 6.961708095332142e-06], [""VAR"", 2.902071855714894e-06], [""Vars"", 2.2601357159146573e-06]]"
222,2,control,none,,cipher,4.890251830147463e-07,332.0,4.890251830147463e-07,332.0,0.5263220071792603,0.869161069393158,,"[["";"", 0.869161069393158], ["";"", 0.10380648821592331], ["";"", 0.020440708845853806], [""="", 0.0005798582569696009], ["";"", 0.0003303932899143547]]"
222,2,mask,full,,cipher,1.506067626166896e-08,77499.0,1.9684168250932998e-07,1936.0,0.3846193850040436,0.9289701581001282,,"[["";"", 0.9289701581001282], ["";"", 0.03834317997097969], ["";"", 0.026352856308221817], ["";"", 0.0002583542955107987], ["";"", 0.00018901604926213622]]"
223,2,smell,severe,xx,month,6.555918662343174e-05,29.0,2.2386005582575308e-07,15421.0,1.0990972518920898,0.565493106842041,,"[["""", 0.565493106842041], ["","", 0.3886573314666748], ["""", 0.008066325448453426], ["","", 0.005901450291275978], ["","", 0.004892473574727774]]"
223,2,smell,moderate,data,month,5.8736506616696715e-05,18.0,1.330830059487198e-07,7455.0,0.985910952091217,0.6505421996116638,,"[["","", 0.6505421996116638], ["""", 0.25475597381591797], ["","", 0.07769618183374405], ["""", 0.0072268713265657425], ["")"", 0.0006722036632709205]]"
223,2,smell,mild,result1,month,5.741420193317026e-05,25.0,4.0003945400712837e-07,83.0,0.5616603493690491,0.7405691146850586,1,"[[""1"", 0.9871308207511902], [""2"", 0.007536836434155703], [""0"", 0.0022986051626503468], [""3"", 0.001309705781750381], [""4"", 0.00027452927315607667]]"
223,2,control,none,,month,2.2606927529977838e-07,3066.0,2.2606927529977838e-07,3066.0,0.6028406023979187,0.8640071153640747,,"[["","", 0.8640071153640747], ["","", 0.08036518096923828], ["""", 0.043016381561756134], ["""", 0.002927301451563835], ["","", 0.0010768941137939692]]"
223,2,mask,full,,month,4.042556511762996e-09,92184.0,1.0047582463812432e-06,189.0,0.48209890723228455,0.8840305805206299,,"[["","", 0.8840305805206299], ["","", 0.09918548166751862], ["""", 0.008141640573740005], ["","", 0.0009723802795633674], ["")"", 0.0007572905160486698]]"
236,2,smell,severe,x,project,0.001075003412552178,6.0,6.660829239990562e-05,15.0,0.20251867175102234,0.9773295521736145,,"[["")"", 0.9773295521736145], ["")"", 0.004817831330001354], ["")"", 0.003752131015062332], [""."", 0.0031106257811188698], ["""", 0.002922162413597107]]"
236,2,smell,moderate,data,project,0.00016518756456207484,10.0,1.4892109902575612e-05,27.0,0.1696116328239441,0.9792885184288025,,"[["")"", 0.9792885184288025], ["")"", 0.007476959843188524], ["")"", 0.004535005893558264], ["""", 0.002750620013102889], ["","", 0.0010118965292349458]]"
236,2,smell,mild,value1,project,0.00010547744896882705,30.0,2.5953983140425407e-07,47.0,0.5138797760009766,0.9251308441162109,1,"[[""1"", 0.9919271469116211], [""0"", 0.007573456969112158], [""2"", 0.00029365482623688877], [""3"", 6.155338633107021e-05], [""Of"", 2.5659272068878636e-05]]"
236,2,control,none,,project,2.341053004784044e-06,49.0,2.341053004784044e-06,49.0,0.16226398944854736,0.9729625582695007,,"[["")"", 0.9729625582695007], ["")"", 0.02149554342031479], ["")"", 0.0024117331486195326], ["""", 0.0006491091917268932], ["","", 0.0004461257776711136]]"
236,2,mask,full,,project,2.2464106130826167e-09,85633.0,9.152969141723588e-06,18.0,0.07018789649009705,0.992347240447998,,"[["")"", 0.992347240447998], ["")"", 0.004595479927957058], ["")"", 0.0008500782423652709], ["","", 0.00025925919180735946], ["""", 0.00012246538244653493]]"
238,2,smell,severe,a,contentType,0.0012968700611963868,4.0,1.657731871773649e-07,1506.0,0.16941511631011963,0.9774563908576965,,"[["""", 0.9774563908576965], ["""", 0.012304360046982765], ["""", 0.0033116736449301243], [""a"", 0.0012968700611963868], ["""", 0.0010420643957331777]]"
238,2,smell,moderate,tmp,contentType,3.39238322339952e-05,17.0,8.34343865108167e-08,1351.0,0.08367464691400528,0.9899084568023682,,"[["""", 0.9899084568023682], ["""", 0.005886210594326258], ["""", 0.0013133911415934563], ["""", 0.0002930572081822902], ["";"", 0.0002144051977666095]]"
238,2,smell,mild,myVar,contentType,5.170661774300811e-07,502.0,6.344796688040333e-09,2951.0,0.13694919645786285,0.9730949401855469,Var,"[[""Var"", 0.9993694424629211], [""Variable"", 0.00019102029909845442], [""var"", 7.962911331560463e-05], [""Field"", 3.319435199955478e-05], [""_var"", 3.1183211831375957e-05]]"
238,2,control,none,,contentType,2.5345496368345266e-08,211.0,2.5345496368345266e-08,211.0,0.04204164445400238,0.9937299489974976,,"[["""", 0.9937299489974976], ["""", 0.0055509302765131], ["""", 0.00042804176337085664], ["""", 9.550902905175462e-05], [""="", 3.100724279647693e-05]]"
238,2,mask,full,,contentType,1.94011265386429e-10,80052.0,2.173472068989213e-08,295.0,0.02833389863371849,0.9962770342826843,,"[["""", 0.9962770342826843], ["""", 0.003170931711792946], ["""", 0.00026028588763438165], ["""", 7.00550081091933e-05], ["""", 2.136556759069208e-05]]"
242,2,smell,severe,xx,acceptHeaderValue,9.506101378065068e-06,7.0,1.3087391170785168e-09,6333.0,0.009953351691365242,0.9989238381385803,,"[["""", 0.9989238381385803], ["""", 0.0008557119872421026], ["""", 5.8231929870089516e-05], [""="", 4.827596785617061e-05], ["""", 1.0771824236144312e-05]]"
242,2,smell,moderate,tmp,acceptHeaderValue,7.107937562977895e-07,16.0,2.0438184478166477e-09,1177.0,0.006338565144687891,0.9993667006492615,,"[["""", 0.9993667006492615], ["""", 0.0004043889057356864], [""="", 0.00010883979848586023], ["""", 5.825774496770464e-05], ["""", 1.077659908332862e-05]]"
242,2,smell,mild,myVar,acceptHeaderValue,2.7686563830453537e-07,989.0,4.485946336618696e-10,11649.5,0.009206989780068398,0.9989068508148193,Var,"[[""Var"", 0.9999006986618042], [""var"", 2.429841879347805e-05], [""Val"", 1.6700041669537313e-05], [""String"", 1.5688239727751352e-05], [""Variable"", 5.093225354357855e-06]]"
242,2,control,none,,acceptHeaderValue,9.343566986785845e-08,24085.0,9.343566986785845e-08,24085.0,0.26285824179649353,0.9708947539329529,HeaderValue,"[[""HeaderValue"", 0.9438902139663696], [""Header"", 0.028503013774752617], [""-header"", 0.0034041996113955975], [""header"", 0.0012523350305855274], ["".Header"", 0.0005915611400268972]]"
242,2,mask,full,,acceptHeaderValue,1.0098874675748548e-08,50660.0,7.086769060471454e-08,44804.5,0.01604340597987175,0.9989936351776123,HeaderValue,"[[""HeaderValue"", 0.9985395669937134], [""Header"", 4.8257395974360406e-05], [""HeaderView"", 2.4265340471174568e-05], [""HTTPHeader"", 1.011529820971191e-05], [""-header"", 8.92672051122645e-06]]"
243,2,smell,severe,a1,aggProfileShardResult,6.836557113309993e-05,268.5,7.061132922814295e-08,801.5,0.09370965510606766,0.9870198965072632,1,"[[""1"", 0.9965067505836487], [""0"", 0.0023204379249364138], [""2"", 0.0008536414243280888], [""3"", 7.940101932035759e-05], [""4"", 1.3797828614769969e-05]]"
243,2,smell,moderate,tmp,aggProfileShardResult,0.00012317766959313303,35.0,2.541914909670595e-05,85.0,0.9832379221916199,0.8274697065353394,,"[["""", 0.8274697065353394], [""="", 0.10520096123218536], ["""", 0.013374801725149155], [""="", 0.005935031920671463], ["";"", 0.004342162515968084]]"
243,2,smell,mild,temp1,aggProfileShardResult,5.3311208716877445e-05,16.5,7.547076208425096e-08,1672.0,0.12717142701148987,0.9815441370010376,1,"[[""1"", 0.9974474906921387], [""0"", 0.0012432134244590998], [""2"", 0.0008026789291761816], [""3"", 9.586632222635671e-05], [""4"", 3.52672504959628e-05]]"
243,2,control,none,,aggProfileShardResult,2.2636082386284784e-07,572.4,2.2636082386284784e-07,572.4,0.04344886168837547,0.9939560294151306,ProfileShardResult,"[[""Profile"", 0.9958351850509644], [""profile"", 0.00085306609980762], [""Profile"", 0.0006241164519451559], [""_profile"", 0.00042894858052022755], [""Query"", 0.00026017046184279025]]"
243,2,mask,full,,aggProfileShardResult,6.261763485114132e-11,115267.4,1.957419793807702e-07,136.2,0.020150618627667427,0.9970743060112,ProfileShardResult,"[[""Profile"", 0.9998310804367065], [""Profile"", 7.966589328134432e-05], [""_profile"", 3.7631507439073175e-05], [""profile"", 1.473670909035718e-05], [""-profile"", 6.14317468716763e-06]]"
253,2,smell,severe,a1,linkOff,0.0007847933015856512,5160.0,2.7618464315537494e-06,809.0,0.5212401747703552,0.8980320692062378,1,"[[""1"", 0.874760627746582], [""0"", 0.049350619316101074], [""2"", 0.04636061564087868], [""3"", 0.011011611670255661], [""4"", 0.005894090514630079]]"
253,2,smell,moderate,data,linkOff,2.5618785457481863e-06,2351.0,4.118542710784823e-05,114.0,1.0671396255493164,0.8792586922645569,,"[[""="", 0.8792586922645569], [""Off"", 0.015128481201827526], [""Offset"", 0.012156076729297638], [""off"", 0.01007774192839861], [""="", 0.009767682291567326]]"
253,2,smell,mild,myVar,linkOff,6.621758688929447e-06,19636.0,3.366185911701791e-05,1112.0,0.5542209148406982,0.8702417612075806,Var,"[[""Var"", 0.9958498477935791], [""Variable"", 0.000752839318010956], [""Int"", 0.00029481612727977335], [""Field"", 0.00024441114510409534], [""var"", 0.00020262395264580846]]"
253,2,control,none,,linkOff,9.680020594426963e-06,5623.5,9.680020594426963e-06,5623.5,0.17026488482952118,0.9706605076789856,Off,"[[""Off"", 0.9806987643241882], [""off"", 0.015851520001888275], [""Off"", 0.0006146300584077835], [""Offset"", 0.00057739153271541], [""Size"", 0.00044967298163101077]]"
253,2,mask,full,,linkOff,4.748228366047158e-09,99296.5,0.0008246332481576246,115.5,0.9026384353637695,0.8324639797210693,Off,"[[""Off"", 0.7678983211517334], [""Size"", 0.13344070315361023], [""Count"", 0.020463796332478523], [""Type"", 0.007072098553180695], [""List"", 0.005507756024599075]]"
254,2,smell,severe,a1,testInfo,2.1004014342906885e-05,17.0,7.596048931191035e-06,46.0,0.14258873462677002,0.9778381586074829,1,"[[""1"", 0.9855682253837585], [""0"", 0.006640706676989794], [""2"", 0.0026005380786955357], [""Info"", 0.002442979486659169], [""3"", 0.0007931193104013801]]"
254,2,smell,moderate,data,testInfo,8.841991530061932e-07,55.0,2.9157789072087326e-07,105.0,0.104043148458004,0.9834302663803101,,"[["")"", 0.9834302663803101], ["")"", 0.014027878642082214], ["")"", 0.001081713824532926], [""){"", 0.00018797368102241307], [""})"", 0.00013752449012827128]]"
254,2,smell,mild,value1,testInfo,4.24568986545637e-06,26.5,3.8812098068774503e-07,105.5,0.1027042493224144,0.9819024801254272,1,"[[""1"", 0.9960095882415771], [""0"", 0.0019227508455514908], [""2"", 0.0015940165612846613], [""3"", 0.00017884367844089866], [""4"", 3.990541517850943e-05]]"
254,2,control,none,,testInfo,1.3588995706470541e-08,1849.5,1.3588995706470541e-08,1849.5,0.06505966186523438,0.9878338575363159,Info,"[[""Info"", 0.9999704360961914], [""info"", 2.9022348826401867e-06], [""_info"", 2.7263972697255667e-06], [""Info"", 1.1365314094291534e-06], [""Instance"", 1.0676724286895478e-06]]"
254,2,mask,full,,testInfo,8.4075379447199e-10,87794.5,4.013639465227925e-08,228.0,0.047820039093494415,0.9919577240943909,Info,"[[""Info"", 0.9999933242797852], [""info"", 1.2098590786990826e-06], [""_info"", 5.714969688597193e-07], [""Test"", 4.181161159522162e-07], [""I"", 3.689861500788538e-07]]"
258,2,smell,severe,a,clazz,2.6617258397365617e-10,129.0,2.4513650657975727e-12,4801.0,2.17686847463483e-05,0.9999988079071045,copy,"[[""copy"", 0.9999988079071045], [""copy"", 4.450846802228625e-07], [""Copy"", 1.7429766785426182e-07], ["".copy"", 1.357431784754226e-07], [""_copy"", 7.265808221745829e-08]]"
258,2,smell,moderate,val,clazz,0.00032990521867759526,3.0,7.2885559347923845e-06,102.0,0.19672562181949615,0.9834336042404175,,"[["","", 0.9834336042404175], ["","", 0.004847921896725893], [""val"", 0.00032990521867759526], ["","", 0.0003197551122866571], [""_"", 0.00028218288207426667]]"
258,2,smell,mild,myVar,clazz,9.350665290064342e-06,1762.5,9.455392557811138e-08,847.0,0.07475383579730988,0.9923404455184937,Var,"[[""Var"", 0.9977819323539734], [""Class"", 0.0010974998585879803], [""Type"", 0.00010866720549529418], [""var"", 7.950262079248205e-05], [""Var"", 6.590998964384198e-05]]"
258,2,control,none,,clazz,9.881640750109e-08,228.0,9.881640750109e-08,228.0,0.14212553203105927,0.9719609618186951,,"[["","", 0.9719609618186951], ["","", 0.025901881977915764], ["""", 0.001372749451547861], ["""", 0.00012768559099640697], [""\uff0c"", 7.051468128338456e-05]]"
258,2,mask,full,,clazz,1.0237466430140785e-10,94497.0,1.269485139232529e-08,406.0,0.019578253850340843,0.9976209998130798,,"[["","", 0.9976209998130798], ["","", 0.0019258615793660283], ["""", 0.0001791330287232995], ["","", 0.00012311621685512364], [""\uff0c"", 2.7470941859064624e-05]]"
262,2,smell,severe,xx,details,0.003942044917494059,2.0,4.336010988481576e-06,386.0,0.42634302377700806,0.9645865559577942,,"[[""."", 0.9645865559577942], [""xx"", 0.003942044917494059], [""."", 0.0028840615414083004], [""import"", 0.000706769700627774], ["""", 0.0006850246572867036]]"
262,2,smell,moderate,val,details,0.0013035847805440426,3.0,8.921805601858068e-06,131.0,0.22300028800964355,0.9825173020362854,,"[[""."", 0.9825173020362854], [""."", 0.0013449650723487139], [""val"", 0.0013035847805440426], ["","", 0.0007663380238227546], [""."", 0.00046480746823363006]]"
262,2,smell,mild,myVar,details,1.6510101659150678e-06,123.0,1.9714789800673316e-07,686.0,0.04761657118797302,0.9963141679763794,Var,"[[""Var"", 0.9981899857521057], [""Var"", 0.0002449854800943285], [""VAR"", 0.00010871164704440162], [""Vars"", 6.593693979084492e-05], [""var"", 6.593693979084492e-05]]"
262,2,control,none,,details,0.000604268629103899,5.0,0.000604268629103899,5.0,0.2939789891242981,0.9641661643981934,,"[[""."", 0.9641661643981934], [""."", 0.021301204338669777], [""."", 0.0014495651703327894], ["""", 0.0007288871565833688], [""details"", 0.000604268629103899]]"
262,2,mask,full,,details,1.3004444188169373e-09,95356.0,0.00042092340299859643,5.0,0.20131522417068481,0.9772042036056519,,"[[""."", 0.9772042036056519], [""."", 0.012301185168325901], [""."", 0.0014691670658066869], ["""", 0.0010748655768111348], [""details"", 0.00042092340299859643]]"
264,2,smell,severe,a1,request,3.6508567850646045e-05,79.0,3.145761127143487e-07,24.0,0.09446635842323303,0.9857749938964844,1,"[[""1"", 0.9967156648635864], [""0"", 0.0020482083782553673], [""2"", 0.0009675051551312208], [""3"", 0.00010855108121177182], [""9"", 3.5241373552707955e-05]]"
264,2,smell,moderate,bar,request,1.2006084944005124e-05,10.0,4.2386668042126985e-07,127.0,0.11311369389295578,0.9825569987297058,,"[["","", 0.9825569987297058], ["","", 0.014015422202646732], [""_,"", 0.0009537614532746375], ["""", 0.0008959760307334363], [""\uff0c"", 0.00024114869302138686]]"
264,2,smell,mild,myVar,request,8.58461121966414e-07,932.5,6.446584599473226e-09,1972.0,0.11055798083543777,0.9853883385658264,Var,"[[""Var"", 0.9996596574783325], [""var"", 9.025781764648855e-05], [""Vars"", 2.143810888810549e-05], [""Param"", 2.143810888810549e-05], [""Arg"", 1.384148436045507e-05]]"
264,2,control,none,,request,1.83111314981943e-05,8.0,1.83111314981943e-05,8.0,0.15833549201488495,0.9675372838973999,,"[["","", 0.9675372838973999], ["","", 0.03110143542289734], ["","", 0.00018493588140700012], [""\uff0c"", 0.00018493588140700012], [""_,"", 0.00011940357944695279]]"
264,2,mask,full,,request,2.156562262101147e-09,96929.0,0.0031776116229593754,3.0,0.3117122948169708,0.9378873705863953,,"[["","", 0.9378873705863953], ["","", 0.05291198566555977], [""request"", 0.0031776116229593754], [""request"", 0.0005521861021406949], ["""", 0.0005521861021406949]]"
267,2,smell,severe,xx,routingTable,0.00012618920300155878,11.0,5.489666250468872e-07,624.0,0.10299699753522873,0.9910620450973511,s,"[[""s"", 0.9910620450973511], [""p"", 0.0013149217702448368], [""ss"", 0.0009620172786526382], [""x"", 0.0005149307544343174], [""l"", 0.00045442479313351214]]"
267,2,smell,moderate,bar,routingTable,0.0007975796470418572,3.0,4.376959736873687e-07,807.0,0.10483567416667938,0.9911109209060669,s,"[[""s"", 0.9911109209060669], [""r"", 0.0015861765714362264], [""bar"", 0.0007975796470418572], ["""", 0.0004544472030829638], [""ss"", 0.00027563615003600717]]"
267,2,smell,mild,myVar,routingTable,5.700268488340043e-07,242.0,1.6609696684710684e-07,2924.0,0.01959523931145668,0.9984824061393738,Vars,"[[""Var"", 0.9993472695350647], [""V"", 9.604891965864226e-05], [""var"", 5.825661355629563e-05], [""Var"", 4.537029599305242e-05], [""Vars"", 3.7613295717164874e-05]]"
267,2,control,none,,routingTable,3.071051423830795e-06,189.0,3.071051423830795e-06,189.0,0.08464711904525757,0.9934083223342896,Tables,"[[""Table"", 0.9891244173049927], [""Table"", 0.0007477550534531474], [""table"", 0.0004260579589754343], [""s"", 0.0004002444038633257], [""State"", 0.0003318142844364047]]"
267,2,mask,full,,routingTable,2.0200916026752447e-11,104458.0,8.55970831992181e-08,83.0,0.0024533492978662252,0.9998383522033691,Tables,"[[""Table"", 0.999886155128479], [""Table"", 8.480857650283724e-05], [""table"", 4.784572865901282e-06], [""table"", 3.08915218738548e-06], [""_table"", 1.3708030337511445e-06]]"
269,2,smell,severe,xx,actualList,1.210890150105115e-05,17.0,3.698569450705236e-09,41947.0,0.06984243541955948,0.9909713268280029,,"[["""", 0.9909713268280029], ["""", 0.0066771125420928], [""="", 0.0004268535121809691], ["""", 0.0004009917611256242], [""."", 0.00017793901497498155]]"
269,2,smell,moderate,val,actualList,7.02576944604516e-05,18.0,5.406313334788138e-07,451.0,0.6848360896110535,0.7781462669372559,,"[["""", 0.7781462669372559], [""="", 0.19674618542194366], ["""", 0.014252246357500553], [""."", 0.0023266151547431946], [""="", 0.002185652730986476]]"
269,2,smell,mild,result1,actualList,0.0001348730989079172,18.0,2.330628677604807e-06,63.0,0.0991586223244667,0.9845924377441406,1,"[[""1"", 0.9997720122337341], [""2"", 0.00015842518769204617], [""0"", 3.5349439713172615e-05], ["""", 9.514172234048601e-06], [""3"", 6.96071720085456e-06]]"
269,2,control,none,,actualList,8.876706289129288e-06,21.0,8.876706289129288e-06,21.0,0.07635722309350967,0.9883753061294556,List,"[[""List"", 0.9958611130714417], [""Values"", 0.0033740296494215727], [""Value"", 0.0005863184342160821], [""Lists"", 5.805338514619507e-05], [""Map"", 4.52120257250499e-05]]"
269,2,mask,full,,actualList,1.1774362799858717e-10,100652.0,2.896276608765902e-06,14.5,0.044394351541996,0.9931589365005493,List,"[[""List"", 0.9999539852142334], [""Values"", 3.535587529768236e-05], [""Value"", 2.9021871341683436e-06], [""List"", 2.726352249737829e-06], [""Lists"", 1.2098114439140772e-06]]"
271,2,smell,severe,xx,service,0.0006581541383638978,6.0,2.473425593052525e-05,57.0,0.39562687277793884,0.9561681747436523,,"[["""", 0.9561681747436523], [""."", 0.01645178161561489], ["""", 0.005685583688318729], [""="", 0.001964885275810957], [""."", 0.001268625259399414]]"
271,2,smell,moderate,foo,service,0.00047775241546332836,27.0,8.565629104850814e-05,72.0,1.8428287506103516,0.49217650294303894,,"[["""", 0.49217650294303894], [""."", 0.36008399724960327], ["""", 0.027766698971390724], [""="", 0.020314551889896393], [""bar"", 0.010873595252633095]]"
271,2,smell,mild,myVar,service,5.590806545024973e-06,6199.0,1.7979084532271372e-07,44.0,0.6245441436767578,0.8143316507339478,Var,"[[""Var"", 0.9997783303260803], [""var"", 7.483523950213566e-05], [""Var"", 2.2823458493803628e-05], [""VAR"", 1.5686318874941207e-05], [""Service"", 8.937794518715236e-06]]"
271,2,control,none,,service,1.6326466720784083e-05,30.0,1.6326466720784083e-05,30.0,0.16164739429950714,0.9775331616401672,,"[["""", 0.9775331616401672], ["""", 0.010201474651694298], [""="", 0.004818834830075502], [""."", 0.0033119337167590857], ["""", 0.0008373879827558994]]"
271,2,mask,full,,service,7.451029238048079e-10,85918.0,9.555772703606635e-05,7.0,0.05034003406763077,0.9942366480827332,,"[["""", 0.9942366480827332], ["""", 0.0038170400075614452], ["""", 0.00029433853342197835], [""."", 0.0002153426466975361], [""="", 0.0002022957050940022]]"
276,2,smell,severe,x,columnIndex,2.0675613995990716e-05,9.0,2.0069679251832895e-08,1745.0,0.044335391372442245,0.9947084188461304,,"[["")"", 0.9947084188461304], ["")"", 0.0023162502329796553], ["")"", 0.002044083783403039], [""]"", 0.00010833247506525367], ["""", 0.00010833247506525367]]"
276,2,smell,moderate,val,columnIndex,3.866357474180404e-06,39.0,3.850134433491803e-08,4778.0,0.08719922602176666,0.9899778366088867,,"[["")"", 0.9899778366088867], ["")"", 0.005529971327632666], ["")"", 0.0010229417821392417], ["")."", 0.0007030569249764085], [""]"", 0.0003535191935952753]]"
276,2,smell,mild,myVar,columnIndex,2.3824490469337434e-06,2613.5,1.1850181635963963e-06,205.0,0.09503500163555145,0.99062180519104,Var,"[[""Var"", 0.9948856234550476], [""Column"", 0.0008006173302419484], [""var"", 0.0007065422832965851], [""Sql"", 0.0004561779787763953], [""Param"", 0.00015765089483466]]"
276,2,control,none,,columnIndex,5.19349470096131e-08,167.0,5.19349470096131e-08,167.0,0.05129722133278847,0.9923802614212036,,"[["")"", 0.9923802614212036], ["")"", 0.006686605513095856], ["")"", 0.00040156187606044114], ["""", 0.0001572538894833997], [""]"", 5.1052862545475364e-05]]"
276,2,mask,full,,columnIndex,5.864689844869986e-10,89580.0,2.2576384139938455e-07,75.0,0.0488196462392807,0.993122398853302,,"[["")"", 0.993122398853302], ["")"", 0.005905321333557367], ["")"", 0.0004277800617273897], ["""", 7.433703285641968e-05], ["")."", 3.978974200435914e-05]]"
279,2,smell,severe,xx,sparseIndexMap,0.009947705082595348,6.0,5.088444595457986e-06,3006.0,2.3141446113586426,0.7195253968238831,,"[["","", 0.7195253968238831], [""."", 0.06287142634391785], ["","", 0.02462080493569374], ["""", 0.01640099287033081], ["":"", 0.012773105874657631]]"
279,2,smell,moderate,val,sparseIndexMap,0.0001555048511363566,17.0,2.8315307645243593e-06,540.0,0.580717921257019,0.9218860268592834,,"[["","", 0.9218860268592834], ["","", 0.038050781935453415], [""_"", 0.00797587726265192], [""."", 0.003539274213835597], ["""", 0.003430382115766406]]"
279,2,smell,mild,item,sparseIndexMap,4.579619528044532e-08,82.0,2.460153192274106e-10,15276.0,0.005911528132855892,0.9993728995323181,,"[["")"", 0.9993728995323181], ["")"", 0.0005527375033125281], ["")"", 1.3411777217697818e-05], ["","", 4.0903614717535675e-06], [""))"", 3.842539172183024e-06]]"
279,2,control,none,,sparseIndexMap,6.353652348911609e-06,415.3333333333333,6.353652348911609e-06,415.3333333333333,0.13697993755340576,0.962730884552002,IndexMap,"[[""Index"", 0.9999611377716064], [""Map"", 4.7849316615611315e-06], [""_index"", 3.966847543779295e-06], [""index"", 3.7265083392412635e-06], [""Item"", 1.7602778825676069e-06]]"
279,2,mask,full,,sparseIndexMap,9.732438608255724e-10,109575.66666666667,5.605620125119041e-06,35.666666666666664,0.054330237209796906,0.9911512136459351,IndexMap,"[[""Index"", 0.9999940395355225], [""Map"", 8.31523777833354e-07], [""index"", 8.31523777833354e-07], [""_index"", 5.368721076592919e-07], [""Index"", 4.7378796352859354e-07]]"
289,2,smell,severe,a,nonExistingTask,1.1127155630674679e-05,14.0,2.1358158619477763e-07,207.0,0.3623422086238861,0.9106269478797913,,"[["""", 0.9106269478797913], [""="", 0.07474881410598755], ["""", 0.010116152465343475], [""="", 0.0028983261436223984], ["""", 0.0005036535440012813]]"
289,2,smell,moderate,bar,nonExistingTask,4.882588473265059e-05,16.0,3.13261558915201e-08,4409.0,0.607915997505188,0.811801016330719,,"[["""", 0.811801016330719], [""="", 0.15985308587551117], ["""", 0.020323041826486588], ["""", 0.0025837847497314215], [""="", 0.002142032841220498]]"
289,2,smell,mild,temp1,nonExistingTask,1.3233827118597219e-05,34.0,4.4754985273343095e-09,20556.0,0.13824886083602905,0.9736742973327637,1,"[[""1"", 0.998151957988739], [""2"", 0.0010313880629837513], [""3"", 0.0002954976516775787], [""Task"", 0.00011571853974601254], [""0"", 0.00010870750702451915]]"
289,2,control,none,,nonExistingTask,1.8006055421126987e-05,6590.666666666667,1.8006055421126987e-05,6590.666666666667,0.15058325231075287,0.9693253040313721,ExistingTask,"[[""Existing"", 0.9980828762054443], [""_existing"", 0.00048715953016653657], [""existing"", 0.0003348194877617061], [""-existing"", 0.00017921596008818597], [""Existing"", 0.00016835781570989639]]"
