model,mode,id,identifier,n_sites,consistent,agreed_pred,em,lev_sim,nw_sim,subtok_fuzzy,qual_char,copies_obf
DiffuCoder-7B,all-masked,46,out,32,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,objClass,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,strVal,29,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,pattern,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,val,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,clazz,28,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,address,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,inetAddress,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,port,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,timeZone,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,currency,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,aware,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,it,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,entry,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,objKey,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,objVal,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,key,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,value,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,support,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,node,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,transFactory,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,transformer,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,domSource,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,error,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,item,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,lexer,16,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,syntax,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,jsonObject,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,currencyCode,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,expect,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,create,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,url,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,dateFormat,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,deserialize,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,inet,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,adress,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,relative,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,path,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,parmeterizedType,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,className,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,get,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,erorr,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,46,ex,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,47,builder,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,49,sce,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,49,listenerAddedFilter,1,1.0,testFilter,0.0,0.42105263157894735,0.42105263157894735,0.25,1.0,0.0
DiffuCoder-7B,all-masked,49,listenerAttribute,1,1.0,testAttribute,0.0,0.6470588235294117,0.6470588235294118,0.3333333333333333,1.0,0.0
DiffuCoder-7B,all-masked,49,alpha,1,1.0,testValue,0.0,0.11111111111111116,0.16666666666666666,0.0,1.0,0.0
DiffuCoder-7B,all-masked,49,request,3,1.0,servletRequest,0.0,0.5,0.5,0.5,0.9285714285714286,0.0
DiffuCoder-7B,all-masked,49,response,2,1.0,servletResponse,0.0,0.5333333333333333,0.5333333333333333,0.5,0.9333333333333333,0.0
DiffuCoder-7B,all-masked,49,chain,2,1.0,filterChain,0.0,0.36363636363636365,0.36363636363636365,0.5,1.0,0.0
DiffuCoder-7B,all-masked,49,listenerAddedFilterAttribute,1,1.0,testAttribute,0.0,0.4285714285714286,0.42857142857142855,0.2,1.0,0.0
DiffuCoder-7B,all-masked,49,charlie,1,1.0,testValue,0.0,0.2222222222222222,0.2777777777777778,0.0,1.0,0.0
DiffuCoder-7B,all-masked,50,elasticsearch,14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,50,aggregations,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,50,of,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,50,parser,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,50,name,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,50,top_metrics,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,50,parsed,2,1.0,aggregationBuilder,0.0,0.11111111111111116,0.16666666666666666,0.0,1.0,0.0
DiffuCoder-7B,all-masked,50,sortBuilders,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,50,metricFields,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,50,metricField,6,1.0,builder,0.0,0.18181818181818177,0.18181818181818182,0.0,1.0,0.0
DiffuCoder-7B,all-masked,50,instance,1,1.0,instance,1.0,1.0,1.0,1.0,1.0,0.0
DiffuCoder-7B,all-masked,50,implement,1,1.0,fix,0.0,0.0,0.05555555555555555,0.0,1.0,0.0
DiffuCoder-7B,all-masked,50,https,1,1.0,issues,0.0,0.16666666666666663,0.16666666666666666,0.0,0.8333333333333334,0.0
DiffuCoder-7B,all-masked,50,elastic,1,1.0,IllegalArgumentException,0.0,0.16666666666666663,0.16666666666666666,0.0,1.0,0.0
DiffuCoder-7B,all-masked,50,issues,1,1.0,sorts,0.0,0.33333333333333337,0.3333333333333333,0.0,0.8,0.0
DiffuCoder-7B,all-masked,50,tm,2,1.0,top_metrics,0.0,0.18181818181818177,0.18181818181818182,0.0,1.0,0.0
DiffuCoder-7B,all-masked,50,type,1,1.0,ub,0.0,0.0,0.0,0.0,0.0,1.0
DiffuCoder-7B,all-masked,50,cannot,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,50,accept,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,50,sub,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,the,20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,one,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,annotationConfig,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,app2,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,l2,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,dubbo,80,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,config,66,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,properties,42,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,protocolConfig,20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,str,15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,host,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,key,38,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,bool,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,two,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,world,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,exchange,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,test,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,parameters,50,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,num,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,hello,17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,password,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,prefix,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,naming,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,age,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,secret,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,let,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,activate,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,flag,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,builder,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,tabcdABCD,1,1.0,a,0.0,0.11111111111111116,0.1111111111111111,0.0,0.0,1.0
DiffuCoder-7B,all-masked,51,mock,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,force,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,value,14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,should,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,be,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,abcdABCD0123abcd,1,1.0,Parameter,0.0,0.0,0.03125,0.0,1.0,0.0
DiffuCoder-7B,all-masked,51,interfaceClass,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,filter,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,f1,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,f2,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,listener,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,l1,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,k1,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,v1,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,k2,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,v2,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,appendAnnotation,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,overrideConfig,78,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,override,73,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,external,53,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,address,14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,exclude,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,key1,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,useKeyAsProperty,14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,key2,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,system,16,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,protocol,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,from,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,escape,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,id,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,configCenter,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,value1,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,value2,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,key3,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,value3,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,key4,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,value4,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,value5,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,value6,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,notConflictKey,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,map,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,env,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,notConflictKey2,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,metaData,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,application1,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,application2,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,app1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,sameName,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,protocol1,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,excluded,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,protocol2,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,interfaceName,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,configFields,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,number,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,name,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,letter,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,newenv,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,processEnvironmentClass,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,theEnvironmentField,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,theEnvironment,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,theCaseInsensitiveEnvironmentField,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,theCaseInsensitiveEnvironment,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,cienv,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,classes,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,cl,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,field,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,51,obj,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,52,regionsPanel,15,1.0,_Panel,0.0,0.41666666666666663,0.4166666666666667,0.5,1.0,0.0
DiffuCoder-7B,all-masked,52,atlas,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,52,atlasFilename,5,1.0,_Name,0.0,0.23076923076923073,0.23076923076923078,0.0,1.0,0.0
DiffuCoder-7B,all-masked,52,initializeComponents,2,1.0,_init,0.0,0.15000000000000002,0.175,0.5,1.0,0.0
DiffuCoder-7B,all-masked,52,backwardButton,3,1.0,_Previous,0.0,0.0714285714285714,0.10714285714285714,0.0,1.0,0.0
DiffuCoder-7B,all-masked,52,forwardButton,3,1.0,_Next,0.0,0.07692307692307687,0.07692307692307693,0.0,1.0,0.0
DiffuCoder-7B,all-masked,52,actionPerformed,2,1.0,actionPerformed,1.0,1.0,1.0,1.0,1.0,0.0
DiffuCoder-7B,all-masked,52,arg0,2,1.0,_Event,0.0,0.0,0.0,0.0,1.0,0.0
DiffuCoder-7B,all-masked,52,layout,9,1.0,_Layout,0.0,0.7142857142857143,0.7142857142857143,1.0,1.0,0.0
DiffuCoder-7B,all-masked,52,setAtlas,1,1.0,setAtlas,1.0,1.0,1.0,1.0,1.0,0.0
DiffuCoder-7B,all-masked,52,atlasRegions,4,1.0,_Regions,0.0,0.5833333333333333,0.5833333333333334,0.5,1.0,0.0
DiffuCoder-7B,all-masked,52,getRegions,3,1.0,getRegions,1.0,1.0,1.0,1.0,1.0,0.0
DiffuCoder-7B,all-masked,52,regions,2,1.0,_Selected,0.0,0.11111111111111116,0.1111111111111111,0.0,1.0,0.0
DiffuCoder-7B,all-masked,52,texture,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,52,file,1,1.0,_Data,0.0,0.0,0.0,0.0,1.0,0.0
DiffuCoder-7B,all-masked,52,getAtlasName,1,1.0,getName,0.0,0.5833333333333333,0.5833333333333334,0.6666666666666666,1.0,0.0
DiffuCoder-7B,all-masked,52,out,4,1.0,_Selected,0.0,0.11111111111111116,0.1111111111111111,0.0,1.0,0.0
DiffuCoder-7B,all-masked,52,region,3,1.0,_Region,0.0,0.7142857142857143,0.7142857142857143,1.0,1.0,0.0
DiffuCoder-7B,all-masked,52,getSelectedRegions,1,1.0,getRegions,0.0,0.5555555555555556,0.5555555555555556,0.6666666666666666,1.0,0.0
DiffuCoder-7B,all-masked,52,panel,2,1.0,_Panel,0.0,0.6666666666666667,0.6666666666666666,1.0,1.0,0.0
DiffuCoder-7B,all-masked,52,getCurrentRegionPanel,2,1.0,getPanel,0.0,0.38095238095238093,0.38095238095238093,0.5,1.0,0.0
DiffuCoder-7B,all-masked,52,clearSelection,2,1.0,clearSelection,1.0,1.0,1.0,1.0,1.0,0.0
DiffuCoder-7B,all-masked,52,regionPanel,2,1.0,_Panel,0.0,0.4545454545454546,0.45454545454545453,0.5,1.0,0.0
DiffuCoder-7B,all-masked,53,random,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,54,source,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,54,upstream,14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,54,downstream,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,54,observer,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,max,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,seen,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,state,21,1.0,_state,0.0,0.8333333333333334,0.8333333333333334,1.0,1.0,0.0
DiffuCoder-7B,all-masked,55,channels,18,1.0,_state,0.0,0.125,0.1875,0.0,1.0,0.0
DiffuCoder-7B,all-masked,55,driverContext,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,seenGroupIds,6,1.0,seenIds,0.0,0.5833333333333333,0.5833333333333334,0.6666666666666666,1.0,0.0
DiffuCoder-7B,all-masked,55,page,35,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,valueBlock,23,1.0,_values,0.0,0.4,0.45,0.5,0.8333333333333334,0.0
DiffuCoder-7B,all-masked,55,valueVector,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,positionOffset,30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,groupIds,12,1.0,_groups,0.0,0.625,0.6875,0.5,0.8333333333333334,0.0
DiffuCoder-7B,all-masked,55,groups,45,1.0,_groups,0.0,0.8571428571428572,0.8571428571428571,1.0,0.8333333333333334,0.0
DiffuCoder-7B,all-masked,55,valueScratch,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,groupPosition,57,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,valuesPosition,27,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,groupStart,18,1.0,_start,0.0,0.4,0.4,0.5,1.0,0.0
DiffuCoder-7B,all-masked,55,groupEnd,12,1.0,_end,0.0,0.25,0.25,0.5,1.0,0.0
DiffuCoder-7B,all-masked,55,groupId,18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,valueStart,9,1.0,_start,0.0,0.4,0.4,0.5,1.0,0.0
DiffuCoder-7B,all-masked,55,valueEnd,6,1.0,_end,0.0,0.375,0.375,0.5,1.0,0.0
DiffuCoder-7B,all-masked,55,valueOffset,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,valueValue,12,1.0,_value,0.0,0.4,0.45,1.0,1.0,0.0
DiffuCoder-7B,all-masked,55,maxUncast,9,1.0,_values,0.0,0.11111111111111116,0.16666666666666666,0.0,0.8333333333333334,0.0
DiffuCoder-7B,all-masked,55,seenUncast,9,1.0,_null,0.0,0.09999999999999998,0.1,0.0,1.0,0.0
DiffuCoder-7B,all-masked,55,maxScratch,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,blocks,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,offset,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,55,selected,4,1.0,_groups,0.0,0.0,0.0,0.0,0.8333333333333334,0.0
DiffuCoder-7B,all-masked,55,ctx,2,1.0,_context,0.0,0.375,0.375,0.0,1.0,0.0
DiffuCoder-7B,all-masked,55,sb,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,to,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,not,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,watcher,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,pagerduty,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,list,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,found,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,parse,26,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,v2,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,type,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,event,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,enqueue,1,1.0,TODO,0.0,0.0,0.0,0.0,1.0,0.0
DiffuCoder-7B,all-masked,57,application,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,json,1,1.0,Arrays,0.0,0.0,0.0,0.0,0.8333333333333334,0.0
DiffuCoder-7B,all-masked,57,version,1,1.0,return,0.0,0.2857142857142857,0.2857142857142857,0.0,1.0,0.0
DiffuCoder-7B,all-masked,57,description,36,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,proxy,30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,incidentKey,34,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,client,44,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,clientUrl,35,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,account,28,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,eventType,31,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,attachPayload,31,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DiffuCoder-7B,all-masked,57,contexts,45,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
